008740;008593;4
008750;008187;2
008750;008624;2
008754;008399;2
008770;003002;2
008770;008132;5
008770;008545;3
008770;008618;4
008770;008725;1
008775;008530;2
008782;008620;2
008785;003002;3
008785;008132;4
008785;008545;3
008785;008618;3
008785;008725;1
008785;008770;1
008789;008788;1
008793;008116;5
008801;008128;5
008802;008801;3
008823;008371;1
008834;008369;1
008842;008841;2
008847;008846;1
008864;008801;2
008864;008802;2
008873;008835;1
008875;003002;5
008875;008132;3
008875;008545;1
008875;008618;1
008875;008725;3
008875;008770;3
008875;008785;3
008893;008276;4
008894;008893;5
008895;008894;2
008900;008141;2
008910;003103;1
008912;008262;2
008912;008681;1
008916;008681;5
008917;008681;4
008917;008912;5
008917;008916;1
008921;008093;1
008921;008094;1
008921;008471;1
008921;008472;1
008924;008923;1
008939;008199;1
008940;008199;2
008940;008939;1
008941;008163;4
008942;003106;4
008942;008018;5
008942;008020;5
008942;008021;3
008942;008022;4
008942;008023;4
008942;008024;4
008942;008025;4
008942;008026;4
008942;008028;5
008942;008029;3
008942;008030;4
008942;008031;4
008942;008164;4
008942;008165;3
008942;008222;2
008942;008382;2
008942;008383;2
008942;008442;1
008943;008918;2
008944;007902;4
008945;007902;2
008945;008163;4
008945;008944;3
008949;008399;2
008949;008754;2
008950;008399;1
008950;008754;2
008950;008949;2
008952;008922;4
008954;008953;2
008956;008955;1
008958;008957;4
008959;008279;3
008959;008481;4
008961;008281;2
008962;008282;2
008962;008960;5
008965;008964;1
008967;008966;1
008971;008922;2
008971;008952;5
009000;008571;1
009001;008571;1
009001;009000;1
009002;008573;2
009003;008573;4
009003;009002;3
009005;009004;2
009006;009004;2
009006;009005;2
009007;008594;4
009008;008594;4
009008;009007;1
009010;009009;1
009012;009011;1
009015;009014;2
009016;008612;3
009017;008612;3
009017;009016;1
009018;008612;2
009018;009016;4
009018;009017;4
009019;008682;2
009020;008682;1
009020;009019;1
009021;008683;1
009022;008596;2
009026;009025;1
009031;008188;5
009039;008138;4
009042;009041;1
009066;009065;2
009085;008690;1
009094;008480;1
009096;009095;1
009098;009097;1
009100;009099;1
009102;009101;1
009103;009101;4
009103;009102;4
009104;009101;4
009104;009102;4
009104;009103;1
009105;009103;5
009119;007762;3
009119;008271;3
009138;009137;3
009140;009139;2
009147;008957;5
009154;008289;5
009155;008289;4
009155;009154;1
009160;007950;3
009160;008619;2
009161;007950;4
009161;008619;2
009161;009160;1
009162;007950;3
009162;008619;1
009162;009160;1
009162;009161;2
009163;007950;3
009163;008619;2
009163;009160;1
009163;009161;1
009163;009162;1
009170;008434;5
009171;009170;1
009174;008086;2
009174;008087;2
009174;008625;2
009193;009192;1
009195;009194;1
009197;009196;4
009199;009192;4
009199;009193;5
009200;009192;4
009200;009193;4
009200;009199;1
009202;009201;2
009205;009204;5
009207;009206;5
009220;008005;2
009220;008090;1
009220;008593;2
009234;008399;1
009234;008754;3
009234;008949;2
009234;008950;2
009243;008957;5
009243;008958;1
009289;008863;4
009290;008265;5
009290;008272;2
009295;008191;3
009295;008521;3
009308;008129;4
009308;008694;4
009309;007884;1
009309;008062;5
009309;008622;2
009310;008155;4
009310;008239;2
009310;008240;3
009310;008265;3
009315;009312;1
009321;007950;3
009321;008619;2
009321;009160;2
009321;009161;1
009321;009162;2
009321;009163;1
009322;003106;4
009322;008020;5
009322;008021;3
009322;008022;4
009322;008023;4
009322;008024;5
009322;008025;4
009322;008026;4
009322;008028;5
009322;008029;4
009322;008030;4
009322;008031;5
009322;008164;4
009322;008165;3
009322;008222;2
009322;008382;2
009322;008383;2
009322;008442;2
009322;008942;1
009338;009337;1
009339;008282;2
009339;008962;3
009351;008788;3
009351;008789;3
009352;008788;2
009352;008789;3
009352;009351;1
009353;009351;4
009353;009352;4
009354;008788;5
009354;008789;5
009354;009351;4
009354;009352;4
009354;009353;1
009355;009353;5
009356;009355;1
009358;008285;1
009359;007890;5
009359;008413;1
009359;008546;2
009359;008696;5
009365;008150;1
009372;008951;4
009377;009373;5
009392;008198;2
009413;008087;4
009415;008246;3
009422;009421;2
009425;008486;1
009430;009429;2
009431;009355;3
009431;009356;3
009439;009438;4
009440;009438;4
009440;009439;1
009443;009442;2
009447;008109;4
009447;008114;1
009448;008114;5
009448;009447;4
009452;009451;3
009453;009451;4
009453;009452;3
009455;009454;5
009456;009452;5
009457;009452;3
009457;009456;2
009459;009458;2
009461;009460;2
009463;008126;5
009463;008127;5
009463;009462;2
009466;009465;1
009468;009467;1
009469;009467;4
009469;009468;4
009470;009467;4
009470;009468;4
009470;009469;1
009471;009455;5
009472;009454;4
009472;009455;5
009473;009455;5
009473;009471;1
009478;007923;2
009479;007923;1
009479;009478;1
009481;008209;4
009481;008459;4
009481;008460;4
009482;008948;2
009485;009484;5
009492;009491;1
009499;009498;2
009501;009381;4
009501;009500;3
009504;009503;1
009509;009508;1
009511;009510;1
009513;009508;3
009513;009509;3
009514;009508;5
009514;009512;3
009514;009513;3
009516;009515;1
009521;009520;1
009534;009449;5
009536;003103;1
009536;008910;1
009540;008003;4
009540;008731;4
009540;009510;3
009540;009511;3
009541;008106;4
009541;008128;2
009541;009475;4
009544;009485;4
009548;009445;1
009550;009549;1
009551;007923;4
009551;009478;5
009551;009479;5
009551;009480;2
009554;003118;3
009555;008289;2
009555;009154;4
009555;009155;4
009563;008406;5
009563;008408;5
009563;008409;5
009564;008408;4
009564;008409;4
009564;009563;1
009569;008832;4
009570;008593;5
009570;008740;2
009573;009572;1
009575;009574;1
009576;009575;5
009577;008128;4
009577;008801;1
009577;008802;4
009577;008864;3
009578;008128;4
009578;008801;1
009578;008802;4
009578;008864;3
009578;009541;5
009578;009577;1
009581;008003;4
009581;008731;5
009581;009510;3
009581;009511;4
009581;009540;1
009582;008898;3
009584;008199;2
009584;008939;3
009584;008940;3
009592;008075;4
009594;008075;2
009629;008187;3
009629;008624;2
009629;008750;1
009630;008822;1
009632;008377;1
009632;008587;4
009632;008588;5
009634;008181;1
009634;008535;1
009634;008569;1
009636;009427;1
009637;008359;2
009637;008360;2
009638;008681;5
009638;008916;1
009638;008917;1
009659;009654;4
009667;008740;3
009667;009570;2
009676;009675;1
009685;009684;3
009691;009295;5
009693;008189;4
009693;008544;4
009693;008605;1
009699;009698;1
009702;009166;1
009703;008265;4
009703;008272;3
009703;009290;2
009705;009704;4
009707;009704;5
009708;009483;1
009709;008593;5
009709;008740;2
009709;009570;2
009709;009667;4
009716;008895;5
009716;008896;1
009717;008893;4
009717;008894;3
009717;008895;3
009717;008896;4
009717;009716;3
009718;008893;4
009718;008894;1
009718;008895;3
009718;009717;3
009719;008276;4
009719;008893;1
009719;009717;4
009719;009718;4
009729;009728;1
009730;008086;4
009730;008087;3
009730;008625;2
009730;009174;3
009743;009520;5
009743;009522;2
009747;008643;5
009753;008620;2
009753;008782;3
009763;008572;1
009764;008572;2
009764;009763;1
009774;008915;1
011313;008952;5
011316;008289;4
011316;009154;1
011316;009155;1
011316;009555;4
011319;008005;2
011319;008090;1
011319;008593;3
011319;009220;1
011320;003118;4
011321;003118;3
011321;009554;4
011321;011320;3
011322;003118;3
011322;009554;1
011322;011321;4
011495;008344;5
011722;009684;2
011722;009685;4
011723;009684;2
011723;009685;4
011723;011722;1
011724;009684;1
011724;009685;4
011724;011722;2
011724;011723;1
011725;009684;2
011725;009685;5
011725;011722;1
011725;011723;1
011725;011724;2
011726;009684;3
011726;009685;5
011726;011722;1
011726;011723;2
011726;011724;2
011726;011725;1
011732;007884;4
011732;008062;3
011732;008622;3
011732;009309;4
011762;007902;2
011762;008163;1
011762;008941;4
011762;008945;3
011765;007890;5
011765;008413;2
011765;008546;1
011765;008696;4
011765;009359;2
011773;009543;3
011773;011715;3
016727;008005;5
016727;008593;4
016727;008740;1
016727;009570;1
016727;009667;2
016727;009709;2
019316;009483;2
019316;009708;2
030328;008281;1
030328;008961;2
036236;008346;4
036678;008086;2
036678;008087;4
036678;008625;1
036678;009174;2
036678;009730;2
037748;037747;2
038670;008075;2
038670;009592;5
038670;009594;2
038671;008075;3
038671;009592;5
038671;009594;3
038671;038670;1
038673;008075;2
038673;009592;5
038673;009594;2
038673;038670;1
038673;038671;1
038674;008075;2
038674;009592;3
038674;009594;3
038674;038670;2
038674;038671;2
038674;038673;2
038675;008075;3
038675;009592;3
038675;009594;4
038675;038670;3
038675;038671;3
038675;038673;3
038675;038674;1
038678;008075;2
038678;009592;3
038678;009594;3
038678;038670;2
038678;038671;2
038678;038673;2
038678;038674;1
038678;038675;1
038680;008075;2
038680;009592;4
038680;009594;3
038680;038670;2
038680;038671;1
038680;038673;1
038680;038674;1
038680;038675;2
038680;038678;1
038681;008075;2
038681;009592;5
038681;009594;2
038681;038670;1
038681;038671;1
038681;038673;1
038681;038674;2
038681;038675;3
038681;038678;2
038681;038680;1
038682;008075;1
038682;009592;5
038682;009594;2
038682;038670;2
038682;038671;2
038682;038673;1
038682;038674;2
038682;038675;3
038682;038678;2
038682;038680;2
038682;038681;1
038683;008075;1
038683;009592;4
038683;009594;2
038683;038670;2
038683;038671;2
038683;038673;1
038683;038674;2
038683;038675;2
038683;038678;2
038683;038680;1
038683;038681;1
038683;038682;1
038686;008075;3
038686;009592;2
038686;009594;4
038686;038670;3
038686;038671;3
038686;038673;3
038686;038674;1
038686;038675;1
038686;038678;1
038686;038680;2
038686;038681;3
038686;038682;3
038686;038683;2
038687;008075;2
038687;009592;3
038687;009594;3
038687;038670;2
038687;038671;2
038687;038673;2
038687;038674;1
038687;038675;2
038687;038678;1
038687;038680;1
038687;038681;2
038687;038682;2
038687;038683;1
038687;038686;1
038688;008075;2
038688;009592;4
038688;009594;3
038688;038670;2
038688;038671;2
038688;038673;2
038688;038674;1
038688;038675;2
038688;038678;1
038688;038680;1
038688;038681;1
038688;038682;2
038688;038683;1
038688;038686;2
038688;038687;1
038690;008075;1
038690;009592;4
038690;009594;2
038690;038670;2
038690;038671;2
038690;038673;1
038690;038674;2
038690;038675;3
038690;038678;2
038690;038680;1
038690;038681;1
038690;038682;1
038690;038683;1
038690;038686;3
038690;038687;2
038690;038688;1
038692;008075;2
038692;009592;5
038692;009594;2
038692;038670;1
038692;038671;1
038692;038673;1
038692;038674;2
038692;038675;3
038692;038678;2
038692;038680;1
038692;038681;1
038692;038682;1
038692;038683;1
038692;038686;3
038692;038687;2
038692;038688;2
038692;038690;1
038717;007884;4
038717;008062;2
038717;008622;3
038717;009309;4
038717;011732;1
038791;002138;1
038791;008379;2
038791;008380;1
038791;008381;2
040525;008273;5
040525;008835;3
040525;008873;2
040526;008273;5
040526;008835;2
040526;008873;2
040526;040525;1
040608;009498;5
040608;009499;5
040609;008067;4
040609;008417;1
040760;008129;1
040760;009308;5
040762;008076;2
040762;008490;3
040763;008076;2
040763;008490;3
040763;040762;1
040789;008459;4
040789;008460;5
040789;009481;2
041071;008083;2
041094;008417;4
041094;040609;5
041095;008067;4
041095;008417;2
041095;040609;1
041095;041094;5
041209;007890;5
041209;008413;1
041209;008546;2
041209;008696;5
041209;009359;1
041209;011765;1
042797;040612;3
042934;009312;5
042934;009315;5
043154;008093;2
043154;008094;2
043154;008471;1
043154;008472;1
043154;008921;1
043176;008075;3
043176;009594;2
043176;038670;2
043176;038671;2
043176;038673;2
043176;038674;3
043176;038675;4
043176;038678;3
043176;038680;3
043176;038681;2
043176;038682;2
043176;038683;2
043176;038686;4
043176;038687;3
043176;038688;3
043176;038690;3
043176;038692;2
043193;043192;2
043331;008966;1
043331;008967;1
043343;009520;2
043343;009521;2
043555;043554;4
043571;009448;3
043955;040591;5
044032;009292;1
044034;044033;2
044076;041092;4
044115;008077;2
044124;008198;2
044124;008404;4
044124;008405;4
044124;009392;3
044125;006390;5
044125;008529;4
044127;008076;5
044127;044126;1
044129;008377;4
044129;009632;4
044130;008199;5
044130;009584;4
044131;008199;5
044131;009584;4
044131;044130;1
044135;008841;2
044135;008842;1
044180;008137;2
044192;008199;1
044192;008939;2
044192;008940;2
044192;009584;3
044192;044130;4
044192;044131;4
044368;002133;5
044368;003106;5
044368;008018;4
044368;008020;4
044368;008021;2
044368;008022;3
044368;008023;3
044368;008024;3
044368;008025;2
044368;008026;3
044368;008028;3
044368;008029;2
044368;008030;2
044368;008031;3
044368;008164;3
044368;008165;2
044368;008222;2
044368;008382;2
044368;008383;2
044368;008442;3
044368;008942;3
044368;009322;3
044381;044380;1
044383;044382;1
044554;007884;3
044554;008622;4
044554;009309;3
044557;008941;3
044601;009067;3
044603;044602;1
044638;009048;5
044638;044637;2
044694;008440;1
044694;008469;1
047670;009439;3
047670;009440;4
047875;044301;1
047985;044371;4
048277;002138;1
048277;008379;2
048277;008380;1
048277;008381;2
048277;038791;1
048303;008325;5
048303;048302;1
048304;007817;5
048305;007817;4
048305;048304;2
048505;008062;2
048505;008136;5
048505;011732;3
048505;038717;3
048506;008062;1
048506;008622;5
048506;011732;3
048506;038717;3
048506;048505;1
048536;008138;1
048536;009039;4
048621;008086;3
048621;008625;5
048621;009174;4
048621;036678;5
049170;008282;1
049170;008962;3
049170;009339;1
049171;008282;5
049171;008962;5
049171;008963;2
049172;008960;1
049172;008962;5
049174;009568;4
049183;049182;1
049185;008243;1
049186;016764;1
049784;009675;3
049784;009676;4
049785;009675;4
049785;009676;4
049785;049784;1
049787;009585;1
049896;049894;1
049897;049893;1
049898;049892;1
049900;008195;3
050003;006390;4
050003;008529;4
050003;044125;1
050174;050173;3
050176;050175;1
050177;050176;5
050184;008832;4
050184;009208;4
050184;009569;5
050187;050185;4
050279;009445;5
056123;007949;5
056124;056123;5
056161;008198;3
056161;008404;3
056161;008405;3
056161;009392;4
056161;044124;4
056162;008406;5
056162;008408;4
056162;008409;5
056162;009563;1
056162;009564;1
056163;008408;4
056163;008409;4
056163;009563;1
056163;009564;1
056163;056162;1
056166;056165;1
056169;056168;1
056173;056168;4
056173;056169;4
056175;056173;3
056178;008198;4
056178;008404;2
056178;008405;2
056178;009392;5
056178;044124;4
056178;056161;2
056187;056168;4
056187;056169;4
056188;056187;3
056202;007897;3
056202;007898;3
056202;007899;3
056202;007967;3
056204;008590;1
056204;008591;1
056206;007950;3
056206;008619;2
056206;009160;3
056206;009161;4
056206;009162;3
056206;009163;3
056206;009321;4
056209;008740;2
056209;009570;1
056209;009667;3
056209;009709;2
056209;016727;2
056210;008005;1
056210;008090;2
056210;008593;2
056210;009220;2
056210;011319;2
056212;008129;2
056212;009308;4
056212;040760;2
056215;007897;4
056215;007898;4
056215;007899;4
056215;007967;4
056215;056202;2
056216;007897;3
056216;007898;3
056216;007899;3
056216;007967;3
056216;056202;1
056216;056215;2
056217;056207;2
056218;056207;1
056218;056217;2
056219;008740;4
056219;009425;5
056219;009570;3
056219;009667;4
056219;009709;3
056219;016727;4
056219;056209;2
056220;008740;2
056220;009570;2
056220;009667;3
056220;009709;2
056220;016727;2
056220;056209;1
056220;056219;2
056221;008005;1
056221;008090;3
056221;008593;1
056221;008740;4
056221;009220;2
056221;009570;5
056221;009667;5
056221;009709;5
056221;011319;3
056221;016727;4
056221;056210;2
056222;008005;1
056222;008090;2
056222;008593;1
056222;009220;1
056222;011319;2
056222;056210;1
056222;056221;2
056223;008590;2
056223;008591;2
056223;056204;2
056224;008590;3
056224;008591;2
056224;056204;2
056224;056223;2
056225;056211;2
056226;056211;2
056226;056225;1
056227;008129;2
056227;009308;5
056227;040760;2
056227;056212;1
056228;008129;1
056228;009308;4
056228;040760;2
056228;056212;1
056228;056227;2
056229;056213;1
056230;056213;1
056230;056229;2
056231;056214;1
056232;056214;2
056232;056231;1
056233;007950;3
056233;008619;3
056233;009160;4
056233;009161;4
056233;009162;3
056233;009163;4
056233;009321;4
056233;056206;1
056234;007950;2
056234;008619;2
056234;009160;3
056234;009161;4
056234;009162;2
056234;009163;3
056234;009321;3
056234;056206;1
056234;056233;2
061188;056202;3
061188;056215;2
061188;056216;3
061222;007967;5
061222;056202;3
061222;056215;1
061222;056216;3
061222;061188;1
061226;061188;5
061227;061224;5
061227;061226;1
061232;061231;2
061233;009462;3
061233;009463;4
061234;009462;3
061234;009463;4
061234;061233;1
061236;008971;5
061237;008971;5
061237;061236;1
061238;008684;4
061238;008685;4
061271;061224;4
061273;061272;1
061274;056202;3
061274;056215;2
061274;056216;3
061274;061188;1
061274;061222;1
061274;061226;5
061275;007967;5
061275;056202;3
061275;056215;2
061275;056216;3
061275;061188;1
061275;061222;1
061275;061274;1
061277;007967;5
061277;056202;3
061277;056215;2
061277;056216;3
061277;061188;2
061277;061222;1
061277;061274;1
061277;061275;1
061278;056202;4
061278;056215;3
061278;056216;4
061278;061188;2
061278;061222;2
061278;061274;2
061278;061275;2
061278;061277;1
061280;056202;3
061280;056215;2
061280;056216;3
061280;061188;1
061280;061222;1
061280;061274;1
061280;061275;1
061280;061277;1
061280;061278;1
061286;008098;2
061349;007950;3
061349;008619;2
061349;009160;1
061349;009161;1
061349;009162;1
061349;009163;1
061349;009321;1
061349;056206;3
061349;056233;4
061349;056234;3
061350;007950;3
061350;008619;1
061350;009160;1
061350;009161;2
061350;009162;1
061350;009163;1
061350;009321;2
061350;056206;3
061350;056233;3
061350;056234;3
061350;061349;1
061351;007950;3
061351;008619;2
061351;009160;1
061351;009161;1
061351;009162;1
061351;009163;1
061351;009321;1
061351;056206;4
061351;056233;4
061351;056234;3
061351;061349;1
061351;061350;1
061352;007950;3
061352;008619;2
061352;009160;2
061352;009161;1
061352;009162;2
061352;009163;1
061352;009321;1
061352;056206;4
061352;056233;4
061352;056234;4
061352;061349;1
061352;061350;2
061352;061351;1
061367;008132;3
061367;008545;1
061367;008618;1
061367;008725;4
061367;008770;4
061367;008785;3
061367;008875;1
061368;008619;5
061368;056206;3
061368;056233;2
061368;056234;4
061378;044371;4
061378;047985;1
061379;009624;5
062375;008272;2
062375;009290;3
062375;009703;2
062511;056379;1
062512;062511;5
062513;008918;3
062513;008943;2
062514;008918;3
062514;008943;2
062514;062513;1
062515;009449;2
062516;009449;3
062516;062515;1
062518;009537;1
062521;008085;2
062521;008694;3
062522;009534;1
062566;007890;4
062566;008413;1
062566;008546;1
062566;008696;4
062566;009359;1
062566;011765;2
062566;041209;1
062604;008317;5
062607;008280;2
062608;008280;4
062608;062607;3
062620;062608;4
062621;062608;4
062621;062620;1
062622;062607;5
062622;062608;2
062622;062620;2
062622;062621;3
062726;009355;3
062726;009356;3
062726;009431;3
062756;049180;3
062757;008080;4
062815;009446;4
062815;011313;1
062861;049180;3
062861;062756;1
062942;056206;5
062942;056233;5
062942;061368;4
062942;062517;3
062944;008197;5
062944;037948;3
062946;037948;4
062950;062948;2
063526;008138;2
063526;009039;3
063526;048536;3
064074;064067;2
064075;064067;5
064091;008347;3
064091;044033;5
064091;044034;3
064106;064090;1
064108;064107;4
064170;064108;2
064175;064107;2
064175;064108;5
064181;064104;1
064182;064103;1
064183;064093;2
064184;064091;5
064184;064092;1
064185;008347;3
064185;044033;5
064185;044034;3
064185;064091;1
064185;064092;5
064185;064184;5
064187;064087;1
064188;064085;1
064209;064208;1
064210;044029;2
064210;064208;5
064214;064212;1
064240;064239;1
064242;064241;1
064244;009292;5
064316;064246;2
064317;064245;2
064318;064243;2
064319;064244;2
066435;008082;4
066435;008286;4
066435;008287;4
066451;049597;4
066451;062607;4
066452;008280;5
066452;049597;4
066452;062607;4
066452;066451;1
066454;049597;4
066454;066453;1
066456;066455;1
066458;066457;1
066460;066459;1
066680;066679;1
066681;066679;4
066681;066680;4
066682;066679;3
066682;066680;4
066682;066681;1
066684;066683;1
066685;066683;4
066685;066684;5
066686;066683;4
066686;066684;5
066686;066685;1
066687;066685;5
066687;066686;5
066688;066685;5
066688;066686;5
066688;066687;1
066697;043556;1
066698;043554;4
066698;043555;1
066699;043554;1
066699;043555;5
066699;066698;4
066700;066699;5
066711;009485;4
066711;009544;2
066713;066712;1
066714;066713;4
066715;066712;5
066715;066713;4
066715;066714;1
066716;066714;5
066717;066714;4
066717;066715;5
066717;066716;1
066718;066716;5
066719;066716;5
066719;066717;5
066719;066718;1
066720;066718;4
066720;066719;5
066722;066720;2
066828;008080;4
066828;008141;2
066828;008900;2
066969;066700;3
067001;061225;3
067001;062512;4
067002;007897;3
067002;007898;3
067002;007899;3
067002;007967;5
067002;056202;4
067002;056215;5
067002;056216;4
067002;056379;5
067333;008269;5
067333;008270;5
067335;009543;3
067335;011715;3
067335;011773;1
067592;008187;2
067592;008624;2
067592;008750;1
067592;009629;1
069089;008188;3
069089;009031;3
069090;008188;3
069090;009031;2
069090;069089;1
069091;008188;5
069091;009031;1
069091;069089;2
069091;069090;2
069092;067589;1
069093;067589;1
069093;069092;1
069195;064241;2
069195;064242;2
069428;008086;4
069428;036678;5
070997;008086;4
070997;008087;2
070997;008625;3
070997;009174;2
070997;009413;5
070997;009730;2
070997;036678;3
071262;049597;2
071262;066451;2
071262;066452;3
071659;008137;2
071659;044180;4
072047;072046;1
072851;007900;1
072935;072934;1
073037;008086;3
073037;008625;2
073037;009174;3
073037;009730;3
073037;036678;2
073037;069428;5
073037;070997;4
073099;008086;5
073099;008087;2
073099;008625;3
073099;009174;3
073099;009413;5
073099;009730;2
073099;036678;4
073099;070997;1
073099;073037;5
073108;049597;5
073108;066453;2
073108;066454;2
073137;008086;1
073137;008625;3
073137;009174;3
073137;009730;5
073137;036678;3
073137;048621;3
073137;069428;3
073137;070997;5
073137;073037;3
073152;007900;4
073152;008625;5
073152;009730;4
073152;070997;5
073152;072851;3
073152;073037;5
073152;073099;5
073427;073426;1
073471;008317;4
073471;062604;1
073472;008322;1
073473;008322;3
073473;073472;3
073505;007890;5
073505;008413;1
073505;008546;2
073505;008696;5
073505;009359;1
073505;011765;2
